transaction_id,amount,currency,transaction_datetime,sender_name,sender_address,receiver_name,receiver_address,memo,sender_entity_id,receiver_entity_id,memo_entity_ids
8f409ec1-bd2d-4961-b1e9-e7797215cbd7,62568.32,CAD,2025-11-07T09:09:22,CINDY STANLEY,"139 CARR DIVIDE, EAST MATTHEWVIEW, ON M9G9V5",MARTIN-BOLDUC,"05967 AVENUE LECLERC SUITE 991, NOEL, AB T6R7S8",Operational expenses YQDKGE6J,GEN-3e17aaf08054,GEN-5bec79de5a2e,
e2723233-de95-4bbc-87d7-2fa40372e893,205958.53,EUR,2025-09-12T13:29:00,YU PHYONG 5,"18674 WALKER RAPIDS APT. 982, WEST MICHAEL, NU Y2B4P4",WHITNEY KING,"8190 DUNN WALKS, SOUTH EMILYTOWN, NL N8P8A6",Payment for invoice K2J2JC6X,NK-R6ctDLCn6T2JP2m9VrTGWn,GEN-20cccf6202cc,
7c421ef2-d77c-4421-afde-8a10e7942ee2,525359.35,CAD,2025-10-01T11:25:42,SUSANNE ST-JEAN,"2649 ROUTE FLORENCE, LA THERIAULT, QC X6Y 3R9",LAETITIA DUMAS,"26868 ROUTE COTE, MONT- RICHARD, YT P4C 3L5",Loan repayment VLTJLYOR,GEN-b5c485db23eb,GEN-08b264480672,
ab423ea1-5cc0-4dca-8b60-ecf4147a93b7,567001.95,CAD,2025-06-15T17:47:06,MR. TIMOTHY MACK,"93186 TRAVIS RANCH APT. 650, REYESHAVEN, NL V5R 7B3",AMANDA JOHNSON,"075 TIFFANY ISLE, MATTHEWFURT, MB N9K4L9",Commercial payment - beneficiary KAREN ATKINS - B1U52GPJ,GEN-f37734167cc0,GEN-0658c511f32a,GEN-77cc9a514129
524a2ae7-1a35-4989-b81c-56fed4deab4f,333218.78,USD,2025-11-19T00:21:52,YUHANHOESA GIM,GYEONGSANGBUGDO PAJUSI DOSANDAE36GIL 871 (YEEUNHACOEDONG),CARL CARLSON,"407 GENTRY REST, ROGERSBURY, NB V6G8A4",Consulting services QT1F675Y,GEN-d64b19ff8ffa,GEN-961e11ebafb9,
4ba053a6-e895-4438-b0a6-6b0e3f948066,981699.58,CAD,2025-07-16T15:17:30,KATELYN CASTRO,"24290 SMITH GROVE, NORTH CONNIEFURT, QC B4N8A1",FREDERICK ELLISON,"0711 OSBORNE VALLEYS, TOMMYHAVEN, NT Y2E 3J9",Service fee payment 8ZA8WAMO,GEN-6afa532d1a62,GEN-b4cdeb4ad505,
72edabdd-33e8-472e-a3a2-1d9064e3f2dd,293334.93,USD,2025-05-14T15:45:50,GIMGIM,BUSANGWANGYEOGSI SEODAEMUNGU YEOGSAM8GIL 309,BENJAMIN ANDERSON,"2873 TIMOTHY BURG APT. 590, PORT JOHN, QC P4P1H6",Investment proceeds BJXB1JZM,GEN-dd0489059f3a,GEN-b6b7acbe2dbe,
129f2c3e-f283-4253-9098-01abad261b05,30061.01,CAD,2025-06-17T18:48:27,ARTHUR BENJAMIN,"96789 DOUGLAS ALLEY, ANDREWSBURGH, NS E6A 6J8",DANDONG HONGXIANG INDUSTRIAL DEVELOPMENT CO LTD,"72283 MICHELLE CURVE SUITE 501, WEST ANDREW, NB X6L5V2",Operational expenses 9OPADNDT,GEN-1bbc78b96b09,NK-B8TBrJKitzagLKPkeNMrDV,
0eb13c44-543d-4564-93d6-c47f7384d739,514449.95,USD,2025-08-05T10:44:45,SULLIVAN AND SONS,"44938 WAYNE VIEWS, GAILLAND, HI 94732",PAMELA WILLIAMS,"27107 BRUCE ROADS, COURTNEYSHIRE, SK J3N 1P9",Wire transfer - FK2P5HLM,GEN-9a6d73ec1fa3,GEN-7f4eb95b2d20,
3b38939e-c985-494a-9353-5c45a3a961be,73872.84,CAD,2025-05-19T22:10:10,ALEXEY ALEKSANDROVICH KUPRIYANOV,"71452 MARK ROUTE, KAYLABERG, BC E7V 8M1",TIMOTHY RICHARDSON,"0823 SARA PARKWAYS, SOUTH DEBRA, NT Y1R3J8",Import/export settlement K98Q35Q9,NK-AuFeB3GTofwsrX2Xyzb8iJ,GEN-8bf4738abe31,
32ed662d-e799-4637-967a-df5d6571decf,427178.14,CAD,2025-04-23T14:12:20,"GOMEZ, KAUFMAN AND MITCHELL","91905 JEFFREY TRAFFICWAY APT. 487, JEFFERYTOWN, MB A1S 6M5",SHANNON LOWE,"401 DENNIS THROUGHWAY, SOUTH MARIEFORT, MB A3H 9P5",Service fee payment GNINDX61,GEN-39176840d523,GEN-b221a40c5f08,
03203957-99d0-4246-ba1d-46594fb21359,678844.66,CAD,2025-10-01T00:28:07,ETHAN FREEMAN,"98797 ANTHONY ROADS, LAKE NICOLEBURGH, MT 09985",LAURA CALDWELL,"96514 SAMANTHA STRAVENUE, VANESSAMOUTH, PE T5C 8N1",Payment to LAURA CALDWELL ref 50EUWWPN,GEN-a019b75c35c9,GEN-07c76e974dfe,GEN-07c76e974dfe
26b7551d-0e73-4ffa-92e7-e2066fb396a6,333516.05,CAD,2025-10-29T04:18:09,ASTRID LEFEBVRE,"11627 ROUTE LEFEBVRE APT. 820, GILBERT, AB A2Y3C3",CLAUDE BELAND,"9532 AVENUE SEBASTIEN, MONT--SAINT--PARENT, NS B7X3P9","Remittance for property at 11627 ROUTE LEFEBVRE APT. 820, GILBERT, AB A2Y3C3 KONDD6WT",GEN-bfb836965481,GEN-c9efb69d011a,GEN-bfb836965481
2b0ee616-830d-4e4c-8b46-a5d1c58c4dc5,615058.84,CAD,2025-07-25T16:08:04,WILLIAM BEGIN,"760 CHEMIN CHARRON, GEORGES -SUR-MER, AB C8G3J4",GWENDOLYN SMITH,"87660 JUSTIN COMMON, NORTH BRETT, NL X1A4Y4","Payment for services at 760 CHEMIN CHARRON, GEORGES -SUR-MER, AB C8G3J4 2T1DUQXS",GEN-1d28dba82c60,GEN-d75f01f7fd25,GEN-1d28dba82c60
e46ddbd7-15f2-4e59-b92e-ba7d1e04d67b,399350.09,CAD,2025-09-04T11:03:47,ERIC MOORE,"57497 MOORE FORK SUITE 025, NEW DAVIDBURY, NB K5J4K5",STEVENS-OLIVER,"068 SMITH LOCKS APT. 195, TIMOTHYMOUTH, NL X2L 1N1","Remittance for property at 068 SMITH LOCKS APT. 195, TIMOTHYMOUTH, NL X2L 1N1 13KFXCCO",GEN-e69810350721,GEN-939b7104cfd5,GEN-939b7104cfd5
a81165d4-f27c-4414-838c-5d335bb9f861,63781.3,CAD,2025-08-27T12:14:36,CARTER LLC,"28277 RUIZ HILLS, GONZALESFURT, MB X2X 9P7",MATTHEW MARTINEZ,"6656 GRAY CENTERS, NORTH NATHAN, NT G8E4V6",Investment proceeds T0HT0468,GEN-657ab847833f,GEN-9da50ca79466,
dd917f7c-bf92-47ac-97fb-f94c0a6a195f,988210.9,USD,2025-06-28T04:32:27,MARK MEDINA,"19385 RYAN FALL, PORT JESSICACHESTER, MI 92258",TAMMY MEDINA,"81631 VICKIE COURTS, NEW CINDY, MO 79272",Commercial payment ref HH3JFBM3,GEN-2dbdc81f3ddb,GEN-2704bcd8daed,
38ec5336-9d00-48fc-b95f-6dbf993620b3,444534.33,USD,2025-06-07T18:56:50,JONATHAN GAUTHIER,"7524 ALLE FOURNIER, MONT- CLAIRE, BC J9T1R1",KATRINA POWERS,"73412 ANTHONY LAKE SUITE 536, NEW KRISTINAVIEW, NS T2X9C4",Trade settlement AS3R4KHF,GEN-3c4470f10b80,GEN-8b3ed0da4e7b,
3778ae47-a06d-4203-984b-b1fb1987c77c,629531.42,USD,2025-01-29T01:55:23,TROY JONES,"179 TANYA ISLANDS APT. 997, MONTESVIEW, NT C3L 7L1",MARISSA KENNEDY,"23899 SANTIAGO AVENUE, SOUTH AMANDA, NB A8E 8P3","Settlement for MARISSA KENNEDY c/o 23899 SANTIAGO AVENUE, SOUTH AMANDA, NB A8E 8P3 CQW2CDI7",GEN-27d8a8e877e2,GEN-2fc77318a499,GEN-2fc77318a499
d413fda7-6a33-4314-a7ba-1b81adee908e,305675.84,CAD,2025-07-18T22:19:22,CHARLES NIXON,"768 DENISE MOTORWAY, NORTH LAURATON, NL R1M 3K6",JOSEPH JOHNSON,"0421 GARY VISTA, PORT ANGELABERG, HI 78356",Payment for invoice PW4SZY4O,GEN-113bab097832,GEN-f5f8085391d2,
9c0631de-470a-4c35-8dc0-b7f9b3080506,65121.24,CAD,2025-11-28T02:38:56,BARBARA WILLIAMS,"76370 MILLER FIELD, THOMPSONTON, NB G1R 4J3",JAMES LLC,"46748 ARNOLD PARK SUITE 818, SOUTH SHERRY, NU Y7N6M5","Trade settlement - address 76316 PEREZ SUMMIT APT. 369, GENTRYVIEW, NL C1R2S2 - IKX5IENF",GEN-98567ff34778,GEN-691a45b4b1dc,GEN-0db9ea050e5d
2264b819-da7e-4960-b235-3f145fe02ae2,221636.45,CAD,2025-08-12T15:00:57,KAITLYN MCCALL,"4365 GERALD LODGE APT. 368, WEST PATRICKHAVEN, NU S3B9V5",ADRIAN MARTINEZ,"7487 PETERSON LOCKS, WOODSBERG, NE 28859",Investment proceeds 3HIK21J9,GEN-931a70901bcd,GEN-cc7fa7c3dcff,
18764dae-1418-42a0-84de-ba55e1e7ea9f,432056.73,CAD,2025-06-22T19:13:11,BERNARDO MATEO MALAVE PRIETO,"CALZADA YUCATAN 027 437, VIEJA REPUBLICA CENTROAFRICANA, AGS 30646-9800",GEORGE AND SONS,"51340 GEORGE SUMMIT, KIMBERLYFURT, YT L1V8E7",Operational expenses XP25JR5I,GEN-52532c82890d,GEN-f286da3de353,
78adf281-0257-4240-9b68-198d2772f1ce,144391.48,USD,2025-02-26T11:49:40,CARLSON-PETERSEN,"06143 TERESA PARK, EAST TIFFANY, VI 57729",JULIE WILLIS,"70712 HUNTER SUMMIT, TRACYSHIRE, BC L4A 9L8",Settlement re CARLSON-PETERSEN SO3RT31J,GEN-a9ed87eae202,GEN-e185dc8cd5d4,GEN-a9ed87eae202
7f271282-0063-47d8-a16c-444670304949,313695.74,CAD,2025-02-24T12:06:44,HANEY-DORSEY,"86463 DOMINIC BROOKS, NORTH ALANPORT, RI 80294",ROBIN KIRBY,"742 NGUYEN PORT, SOUTH PATRICIA, MB V6S 2A3",Trade settlement PYFQ7RQH,GEN-afe378cce130,GEN-8d2be0a6182b,
0f9e3f61-781f-4734-ab3a-226953f13f1f,134397.3,CAD,2025-07-17T01:30:13,TYLER PARKER,"581 MEADOWS LANE, PARKFORT, BC L9M 8J2",JON JOSEPH,"184 THOMAS CORNERS, LAKE KARINA, NS V7J6X6",Payment for invoice FUJCGCSG,GEN-363af3a2efea,GEN-a695cd99a85e,
2244ea7c-bd1f-4c60-b7ba-66dd4394e516,720431.18,USD,2025-08-15T08:36:15,JEFFREY YOUNG,"62516 SMITH STATION SUITE 013, DEANCHESTER, BC Y4K 7K7",JULES CHABOT,"06129 ALLE GENEVIEVE, LALIBERTE -SUR-MER, YT E3G 3Y6",Consulting services 8Q6GOSL6,GEN-90b3c4716483,GEN-4dfb879fa999,
fbeec480-0194-4d70-9da1-9d5ce861a7e4,802272.0,CAD,2025-12-24T00:17:04,"TARDIF, LAROCHE AND CHARRON","66732 RUE ALAIN, ST-LAURENT, NT C3P 7H4",CHRISTOPHER SANCHEZ,"0642 LAWRENCE MISSION SUITE 635, RIVERALAND, ON P5S9B2","Remittance for property at 3117 GRIFFIN WAY APT. 771, LAKE GEORGEVILLE, NT L7B 3M1 4273Z5DJ",GEN-64a9368dcbfc,GEN-d3ed194ac82e,GEN-26b5b31232d8
51dca2c3-bd35-4452-8d11-250455f14ba7,844951.14,CAD,2025-06-09T21:29:49,RONNIE EDWARDS,"3251 HENRY PARKWAYS, NORTH ALFREDSIDE, YT R9A 8P1",SARAH RUSSO,"84540 OSBORNE EXTENSIONS, AMANDAHAVEN, QC S8X 4M4",Import/export settlement 8T8MDAKT,GEN-34dacf5362d5,GEN-7b26bf840da7,
501ac199-c185-4447-998d-1a857337ed75,737006.46,CAD,2025-03-27T17:31:51,MELISSA BURTON,"204 BRADLEY WELLS, LAKE MARKPORT, NU L6B7K3","HUNTER, HUFFMAN AND ROSS","330 JEFFREY MOUNTAIN APT. 137, EAST DAVID, QC H3J 2J5",Operational expenses X9NQWNTE,GEN-6d7211a9e37d,GEN-9d3f351a4b51,
e8906a29-2da2-4731-b905-a0ff7ab4ce3a,423227.76,CAD,2025-12-24T05:14:27,LIMITED LIABILITY COMPANY WAREHOUSE FORESS,"144 GRAY STREET SUITE 163, EAST CHRISTOPHER, PE B6X4G7",SARAH WILLIAMS,"6831 DOYLE FALLS, NEW MICHAELBOROUGH, NL T4B9M1",Operational expenses 3HY33LK2,NK-C7VZfH2nEnZovkq2fU7sbb,GEN-673f7ca525d5,
66f0a8a9-3416-401f-8f19-a8d3ca6c1ab8,103875.16,USD,2025-04-07T07:05:31,REBECCA CRUZ,"6275 PALMER HILLS, NORTH JOSE, AR 23386",UNIV.PROF. MARGRET BEER B.SC.,"MAXIM-EIGENWILLIG-RING 4, 43656 EINBECK",Service fee payment JH7QVXJC,GEN-3ccffc679c68,GEN-55a27f415f5d,
50b49982-444a-40b5-95c0-ff0264781c14,244561.98,CAD,2025-01-17T12:14:23,RODNEY SAVAGE II,"65039 VIRGINIA HARBOR SUITE 273, EAST HEATHERVIEW, BC S1M3K8",ZUO TENG  YANG JIE,HOY MU XIAN DIAO BU SHI XI XIAO LAI CHUAN 33DING MU 4FAN 3HAO  HU DAO KO-TO636,Trade settlement 295N9HJJ,GEN-a71668893021,GEN-8eda993e4fd8,
3ec242ec-7b1e-4da9-8804-bc16b29df545,259651.11,CAD,2025-04-21T00:13:22,TYLER COOK,"1733 BENSON POINTS SUITE 719, CANTUHAVEN, BC X6E1K1",REMY LAROUCHE,"8758 ROUTE BEGIN APT. 153, CHAMPAGNE EST, AB G3X 7J8","Remittance for property at 1733 BENSON POINTS SUITE 719, CANTUHAVEN, BC X6E1K1 3RPQX9MT",GEN-f9a2f2a4be74,GEN-6501ca9ed6a0,GEN-f9a2f2a4be74
e82be43b-2443-4af1-beec-0c46e117f69d,130214.62,CAD,2025-04-10T19:29:54,LAURENCE PAQUIN,"148 CHEMIN MONIQUE SUITE 291, MONT- ROGER, NU A6Y9S6",RENE DENIS,"941 BOULEVARD DUFOUR SUITE 273, LALIBERTE, QC B3N 4J5",Payment for invoice IITO807P,GEN-19146ee70c3a,GEN-51ca8f912e1a,
22b72f6f-fc31-4475-8c42-82076a707fc4,489500.7,CAD,2025-04-17T19:15:35,LORETTA CARRILLO,"127 JOCELYN TRACK APT. 690, EAST MATTHEWVILLE, NT R5T 7Y3",KIM WILLIS,"USNS DAVIS, FPO AA 51177",Consulting services V7K9AL9C,GEN-82538e49c1c9,GEN-539ca30b216c,
19665794-699a-4b3f-ab00-65e172c9eb38,322278.8,CAD,2025-07-17T20:10:01,STEVE JOHNSON,"944 MCDOWELL LODGE APT. 210, DEBRATON, PE N4R 2K5","BENTLEY, JONES AND HARRIS","6752 TRACY CROSSROAD APT. 373, NEW JEFFBOROUGH, NL R1K 2Y2",Payment for invoice YG4JEKQS,GEN-586cfa22ed7e,GEN-38fb516ceb34,
a104dd58-7272-4b59-9ded-08cfe40d35e6,432121.27,USD,2025-02-18T04:29:57,"PEREZ, DORSEY AND ADAMS","265 DONALD LOAF APT. 217, PETERSONBOROUGH, NL B7L 2K3",SKORUS INVESTMENTS PVT LTD,"0288 PETERSON BROOKS, SMALLTON, ON T7G 2X3",Commercial payment ref 50KAOOTI,GEN-b58bd3628ddc,NK-KN4oHCJKcwhvDSvaoUCAuN,
f11e680d-000a-4397-a1da-f63e92cb9e8f,808627.45,CAD,2025-01-10T14:17:12,WILLIAMS INC,"97192 JULIE SHOALS, NORTH JONATHANBURGH, IL 06792",PATRICK DAIGLE-MENARD,"4146 BOULEVARD PLANTE APT. 234, LAMBERT, MB A8G5K8","Remittance for property at 4146 BOULEVARD PLANTE APT. 234, LAMBERT, MB A8G5K8 1JRI2BTP",GEN-0e9625815baf,GEN-f4593b34186d,GEN-f4593b34186d
9df3461a-df3e-4b8d-98d5-309af5c5ed73,461332.46,USD,2025-08-07T15:54:01,LAETITIA VINCENT-LECLERC,"831 RANG VINCENT APT. 397, GRENIER, ON V5B7K4",CAROL SHIELDS,"622 LARRY HIGHWAY SUITE 524, LOPEZHAVEN, NU H5K 5K9",Investment proceeds ONZLBD1B,GEN-0e5b7bbc5797,GEN-7f5a39201712,
1b8742d9-17a1-4134-ad00-9081a2b1f0a3,487893.76,CAD,2025-11-14T02:37:38,DAVID MCCOY,"45097 WASHINGTON CAUSEWAY, LAKE AMBER, AB L1J1P5",ROSALIA CLARA CAMACHO,"CALZADA GUANAJUATO 827 INTERIOR 667, VIEJA KAZAJSTAN, SLP 62529","Delivery to 45097 WASHINGTON CAUSEWAY, LAKE AMBER, AB L1J1P5 ref FBQGWB25",GEN-f6ce22d323c1,GEN-606def97d768,GEN-f6ce22d323c1
3075cba7-de7d-4292-a96b-f8bf6334330f,812457.61,USD,2025-07-11T01:15:01,THOMAS SIMS,"41346 SELENA UNION, NEW ERIN, AR 56126",LINDSEY HILL,"230 MARY COURT, NORTH TINACHESTER, NB C1B3Y7",Wire transfer - Y8PK98R4,GEN-e2039babd57d,GEN-2d7b0bf80d2c,
c33df562-a791-4be3-9616-21dd88148cad,385953.34,CAD,2025-08-14T07:44:58,XAVIER HENDERSON,"86922 CLAYTON MISSION, SIERRALAND, MB S2A 5Y7",BRUCE GONZALES,"005 DAVIS POINT, KEVINFORT, NS A1N 3J7",Loan repayment T6AIGZNP,GEN-68d9467b51f3,GEN-86d75ab72310,
cce0b7a9-4996-4a22-a6ba-b4b235839e30,410360.8,CAD,2025-07-22T04:56:38,AMELIE-MICHELE VACHON,"92173 ROUTE MARGUERITE APT. 135, LAC--SAINTE--RICHER, NL T5B 1B4",MARGARET HUNTER,"048 WILLIAMS BRANCH APT. 872, EAST AARON, SC 82630",Wire transfer on behalf of AMELIE-MICHELE VACHON - EPZXV1TH,GEN-d7272a803f67,GEN-b268079e0b72,GEN-d7272a803f67
07ed6aa6-788c-4c7c-b781-c2e6db3c1095,388824.85,CAD,2025-07-14T17:29:28,ELAINE SANCHEZ,"6309 CLAYTON PORT, LAWSONSHIRE, SK T9K8K9",HENRIETTE HEBERT,"89711 CHEMIN LABRECQUE, LA NICOLAS, NT J3E 2B7",Wire transfer - YOO5Z3XN,GEN-e109024c48b4,GEN-b2d6276fd20a,
d46f0949-4f2e-453a-882e-e2881c2a8f53,259573.73,CAD,2025-05-11T18:17:26,FU LONG,26493 LIAN JIANG XIN BEI TOU JIE 265HAO 5LOU,RANDY CLARK,"974 CARTER MEADOW, MARCPORT, AB V4R1X1",Commercial payment ref QXB36VO4,GEN-6a6af9a529cd,GEN-616521907715,
0434a4ff-365f-4d0f-b171-22c2ba8c8a37,351665.84,CAD,2025-07-16T01:57:40,KIMBERLY PRINCE,"870 CYNTHIA PORTS, CHELSEAMOUTH, YT X5M 1B3",DANIEL DOMINGUEZ,"2326 ROBERT INLET APT. 485, LAURASIDE, NB M1K8B8",Commercial payment ref DMNC68AW,GEN-5fc65444dba9,GEN-77dc81e771f4,
34635906-9475-4171-a4d5-56eed4432596,666620.4,CAD,2025-10-31T13:24:34,GARCIA AND SONS,"1200 MARTIN DRIVE SUITE 527, HERNANDEZSHIRE, AB G4P 6X3",MR. GREGORY TAYLOR DVM,"5443 RYAN CAUSEWAY, REYESLAND, SK G3Y8Y3",Investment proceeds 55IOOSYA,GEN-beae06fec670,GEN-da8feea40b98,
c5fa3e71-f5ff-4d89-873f-194fac56ebd1,497819.63,CAD,2025-06-22T02:17:03,MORRIS LLC,"914 HUBBARD FORKS, LAKE ADAM, ON J7H 5P6",MAURICE ALLARD,"09757 MONTEE EMOND, LAC- OLIVIA EST, PE G1V2V8",Loan repayment 4YOT6887,GEN-fe3410c5aee6,GEN-02be96b890aa,
342198a7-186e-457f-bec6-1df7c2bfddee,206566.74,USD,2025-07-29T16:50:06,JACOB OWEN,"08365 ERIN MOTORWAY APT. 482, NORTH SEAN, MB P6J 7K1",LAURA ELLIOTT,"5628 DONNA BRANCH SUITE 965, MAYVIEW, NB M1J 6P1","Remittance for property at 5628 DONNA BRANCH SUITE 965, MAYVIEW, NB M1J 6P1 U4KEMT3Z",GEN-60812bb33466,GEN-5c98366b6481,GEN-5c98366b6481
7a5fc0d3-2056-43bf-8fc1-36284c7d9afb,682064.37,USD,2025-11-08T15:35:59,MARISSA WHITE,"441 BURKE ISLE, YVONNEMOUTH, NU S8X9A5",TINA BOWMAN,"7929 CHERYL ROAD, SOUTH EMILYSTAD, PE T7P8V8",Payment for invoice 8O8K8HW3,GEN-4b8499db5c57,GEN-b1b07701088c,
2ea6bded-2b10-4149-bf3d-05493119d0c7,110776.39,USD,2025-06-12T09:01:46,JAMES ALVARADO,"7071 MALDONADO RAMP APT. 533, PORT KIM, YT H2Y 7E9",STEVE JAMES,"940 MATTHEW FORGE APT. 302, EAST JESSICABURY, CO 82437",Consulting services YYENH5OP,GEN-394d592d36f4,GEN-c0cddace5715,
56ff57d0-a07d-402c-ba9a-5cb02c564f91,338586.73,CAD,2025-05-01T18:56:41,BUSH-HILL,"3941 ELAINE LODGE, EAST LUCAS, YT V9A4B9",AURELIE BILODEAU,"590 RANG JULIEN SUITE 437, SAINT- FREDERIQUE, NS H3T 1A6",Payment for invoice U58NZ4YD,GEN-8ab7673f2f2d,GEN-a20a413e4d60,
bb031140-ac5f-44ed-9d88-2e6bd40733aa,180209.08,CAD,2025-11-15T20:53:23,ANAIS LEPAGE-VEILLEUX,"366 BOULEVARD THOMAS SUITE 196, BEAUREGARD EST, NS K7C 5B5",JOMIYEONG,GYEONGSANGBUGDO GWANGMYEONGSI SEOCODAE9GA 61 (EUNSEOIGIMEUB),Loan repayment 0XA3Z1L4,GEN-5a638440ac3f,GEN-24424e7f2aee,
6f1e267f-7761-4f16-8144-c7ff2bd53bf4,291485.8,USD,2025-05-07T21:35:17,DESROCHERS AND SONS,"72949 AVENUE SUSANNE SUITE 948, MONT--LILE--BLANCHETTE, ON C4K1Y3",HAWKINS AND SONS,"08704 ANA VILLAGE APT. 405, NEW CALVIN, WV 46065",Payment to HAWKINS AND SONS ref 7RWZEIGT,GEN-69858fa86597,GEN-8125e8f68e17,GEN-8125e8f68e17
593cd2f8-4b20-4990-ba56-05bd52423d92,787675.2,CAD,2025-04-14T17:40:43,REBECCA MALONE,"21510 RYAN SQUARE, LAKE JASMINSHIRE, NB R2R 5E8",RICK STONE,"326 LINDSAY BROOK, SPENCERLAND, NU V4V 9G9",Service fee payment H0MMEN4B,GEN-136d00c99eb8,GEN-94a1ed7f27a5,
d3efbb54-fc71-4d8a-896e-d83ecbc78366,918272.9,USD,2025-10-05T14:46:00,JACOB HURST,"3260 DEANNA FERRY SUITE 492, MELINDASIDE, YT R5J 9C8",LUCY SMITH,"64438 MONTEE AUDET APT. 502, VILLE-LAC--LEMIRE, ON N6J5V1","Settlement for JACOB HURST c/o 3260 DEANNA FERRY SUITE 492, MELINDASIDE, YT R5J 9C8 ZWH2295H",GEN-1110a8df25f3,GEN-bd714a1bc37a,GEN-1110a8df25f3
de8a2315-f7bb-4498-9934-c855aafc9947,781596.3,CAD,2025-11-20T05:34:50,TIFFANY JONES,"63248 ROBERT PARKS SUITE 544, MOORECHESTER, NB Y4K 1J8",GRIFFIN-BELL,"53402 LOPEZ JUNCTIONS, LUNAVIEW, QC Y6B8G7","Trade settlement - address 53402 LOPEZ JUNCTIONS, LUNAVIEW, QC Y6B8G7 - H7OD0LN0",GEN-f72e1aa21645,GEN-4cd487a8309d,GEN-4cd487a8309d
ff955af8-0e27-4328-be0a-a1cc14d56d67,809189.77,CAD,2025-02-13T19:21:52,HOFFMAN INC,"5189 ASHLEY TRAFFICWAY SUITE 353, BUSHBURGH, YT G7K 7S7",MIKE HERRERA,"7790 ARNOLD MALL APT. 679, NEW RICHARD, PR 73333",Payment for invoice 6K1NPZND,GEN-b218657e19dd,GEN-7e58917a29d8,
02995114-1011-4ad9-94b8-00d54dc4897e,995386.71,USD,2025-08-06T19:50:13,DARRYL HAYES,"895 CRAWFORD WAYS APT. 002, PAMELAPORT, QC E4L8S9",JONES-CALDWELL,"188 DUNLAP PRAIRIE, TURNERTON, AB M9K9S4",Payment for invoice ZTJTUO3U,GEN-8c5769832ea5,GEN-a55c68de97ef,
63e12849-0c91-4f19-aebf-9564f88e0c83,520016.05,CAD,2025-09-09T10:33:32,MARTINEAU GROUP,"61820 BOULEVARD CLOUTIER, MONT--L-CHARETTE, YT Y1V3L1",KELSEY JONES,"29213 CUEVAS PORTS, SOUTH JEREMY, ON J3H8M9",Service fee payment GKPTAKNA,GEN-6ddb2e5ee906,GEN-6c13112b22e8,
9e3b60af-8fbe-421b-986c-90d4014fc745,72174.27,CAD,2025-10-21T22:23:00,BARBARA GIBSON,"483 HULL RUE, NORTH JOSHUAFORT, NT S5V 8A4",RACHEL CANTRELL,"17427 AARON BURG, NORTH JUSTINLAND, NS K2T4T8",Payment for invoice YBNPLVS8,GEN-e4b930bb676a,GEN-497ec4a05521,
f9dd8bc4-fb05-44a3-b366-4d386cd58386,681282.46,CAD,2025-06-03T05:48:13,COEJEONGHYI,SEOULTEUGBYEOLSI GANGNAMGU GAEPOGA 856,SARA EDWARDS,"86358 PAMELA THROUGHWAY SUITE 928, GUTIERREZCHESTER, IN 76062",Operational expenses OSWM38SH,GEN-f1c694c9362b,GEN-938260e8b5ec,
cee54105-c84c-4d47-bf15-5bc0c24baaf1,566082.29,CAD,2025-03-20T08:17:13,UMAIR NAEEM SHEIKH,"02935 RUE DROLET SUITE 272, ROSALIE EST, NL C6M 3R3",WENDY GIBSON,"643 CHRISTINA LODGE, BRITTANYPORT, NU T3Y3H9",Trade settlement X5S9ZM7Q,NK-SeoVLGNE8HkWvABRMmEJUc,GEN-ca0326eb09a9,
e3cce963-2d59-4134-bfd6-ae8c56d0925c,440873.46,CAD,2025-11-30T18:07:36,MISS KATHERINE RICHARDS,"41383 MARTIN TUNNEL, MARYVIEW, ON R1R3E8",GLENDA TAPIA,"935 TINA PORTS, PONCESIDE, NS K9N4H9",Consulting services 9A2XHXZG,GEN-55dc2775b804,GEN-c3936ef16909,
6a31af22-7866-4420-9030-8dde8db7d7fa,589094.41,CAD,2025-05-24T17:03:07,ADAMS-SANCHEZ,"0151 RACHEL SQUARE APT. 725, RICHARDSBURY, OH 37234","GARCIA, ROGERS AND MCKNIGHT","126 ANTHONY VILLAGE SUITE 301, SOUTH NOAHVIEW, SK J1E 6S3",Service fee payment Q8SNFNN1,GEN-c54b23f761f7,GEN-27fa7bc3dd0e,
6084497c-16f2-40ca-a554-b94afc5f285f,418995.62,USD,2025-10-19T06:29:56,JERRY KRAUSE,"3021 GONZALES EXTENSIONS, SEANSHIRE, NL N7J7M9",JENNY JONES,"9836 LARSON PATH APT. 130, LITTLECHESTER, ON M5S 8P1",Investment proceeds 4EKH49YX,GEN-f5b803ee8bab,GEN-d77b9cfe6e43,
1c878b5f-42a4-4d8b-a192-ab827351f788,639800.79,CAD,2025-01-14T11:59:24,RAYMOND STRICKLAND,"76421 GILBERT PIKE SUITE 169, PERRYPORT, AB P9C2Y2",FIELDS AND SONS,"3338 PERRY PARKWAY, STEVENCHESTER, NB L7L 5A9",Service fee payment 01VWQGGP,GEN-0eeeee71f705,GEN-4fa025e25e98,
